teryt,municipality,%_vaccinated
1014032,gm.w Brąszewice,37.0354
3007102,gm.w Szczytniki,37.0271
1425042,gm.w Jastrzębia,37.0154
615082,gm.w Wohyń,37.0097
1813082,gm.w Przemyśl,36.9876
1210163,gm.m-w. Stary Sącz,36.9436
610042,gm.w Milejów,36.9365
2010023,gm.m-w. Drohiczyn,36.9346
612012,gm.w Chodel,36.9186
607092,gm.w Wilkołaz,36.8784
1603042,gm.w Pawłowiczki,36.8696
1422023,gm.m-w. Chorzele,36.8238
601032,gm.w Biała Podlaska,36.8175
1425082,gm.w Pionki,36.7801
2213132,gm.w Zblewo,36.7673
1201092,gm.w Żegocina,36.761
1014062,gm.w Goszczanów,36.7595
1410062,gm.w Stara Kornica,36.7547
1804042,gm.w Jarosław,36.7478
1433022,gm.w Grębków,36.7416
618112,gm.w Tomaszów Lubelski,36.734
3013062,gm.w Wijewo,36.7331
1210152,gm.w Rytro,36.7271
1814022,gm.w Adamówka,36.7205
2009032,gm.w Krasnopol,36.7146
620122,gm.w Sułów,36.6962
607072,gm.w Trzydnik Duży,36.6823
2405082,gm.w Wielowieś,36.6775
2207022,gm.w Gardeja,36.6758
2810052,gm.w Sorkwity,36.6518
2003072,gm.w Rudka,36.6288
1210092,gm.w Łącko,36.5583
1804032,gm.w Chłopice,36.5496
606102,gm.w Siennica Różana,36.5469
1434082,gm.w Poświętne,36.5443
1207122,gm.w Tymbark,36.5315
1436012,gm.w Kazanów,36.514
1216053,gm.m-w. Radłów,36.5056
611032,gm.w Adamów,36.4907
1811062,gm.w Padew Narodowa,36.4688
603092,gm.w Ruda-Huta,36.4327
2008013,gm.m-w. Goniądz,36.41
2010052,gm.w Mielnik,36.3795
603113,gm.m-w. Siedliszcze,36.3771
2604112,gm.w Mniów,36.3344
2009052,gm.w Sejny,36.3336
1813062,gm.w Medyka,36.3013
1805092,gm.w Skołyszyn,36.2997
1813032,gm.w Fredropol,36.2878
1816102,gm.w Lubenia,36.2873
1207042,gm.w Jodłownik,36.251
2012052,gm.w Raczki,36.2457
1425092,gm.w Przytyk,36.1866
2817083,gm.m-w. Wielbark,36.1679
1813072,gm.w Orły,36.1659
1605032,gm.w Strzeleczki,36.1259
1001052,gm.w Kluki,36.1249
2001052,gm.w Nowinka,36.0979
1204073,gm.m-w. Szczucin,36.0757
1210052,gm.w Kamionka Wielka,36.0706
605012,gm.w Batorz,36.0397
1425022,gm.w Gózd,36.0309
1210032,gm.w Gródek nad Dunajcem,36.0273
616022,gm.w Kłoczew,36.014
1210042,gm.w Grybów,35.9591
2212042,gm.w Główczyce,35.9572
2805032,gm.w Kalinowo,35.952
607062,gm.w Szastarka,35.9498
605072,gm.w Potok Wielki,35.9132
1216162,gm.w Szerzyny,35.8519
603032,gm.w Chełm,35.8368
1816052,gm.w Dynów,35.7958
1813023,gm.m-w. Dubiecko,35.7588
609022,gm.w Borzechów,35.7427
2013072,gm.w Nowe Piekuty,35.718
1802013,gm.m-w. Brzozów,35.7059
602112,gm.w Potok Górny,35.6982
2215062,gm.w Linia,35.6712
1820043,gm.m-w. Nowa Dęba,35.6568
1415012,gm.w Baranowo,35.6347
1216103,gm.m-w. Tuchów,35.5775
2014052,gm.w Zambrów,35.5533
2012032,gm.w Jeleniewo,35.5513
1805042,gm.w Jasło,35.5334
2008043,gm.m-w. Knyszyn,35.5188
1807062,gm.w Krościenko Wyżne,35.4937
1801083,gm.m-w. Ustrzyki Dolne,35.4867
1207032,gm.w Dobra,35.4488
1814032,gm.w Gać,35.424
1211082,gm.w Łapsze Niżne,35.4142
2007082,gm.w Wizna,35.3776
1816063,gm.m-w. Głogów Małopolski,35.3522
2810042,gm.w Piecki,35.3276
613012,gm.w Dębowa Kłoda,35.3093
1807072,gm.w Miejsce Piastowe,35.3083
2201012,gm.w Borzytuchom,35.3045
2007022,gm.w Łomża,35.303
1810022,gm.w Białobrzegi,35.2914
1821052,gm.w Solina,35.2731
1603032,gm.w Cisek,35.2602
1821033,gm.m-w. Lesko,35.2513
1426122,gm.w Wodynie,35.2122
1813042,gm.w Krasiczyn,35.1895
2005092,gm.w Narewka,35.1841
2207062,gm.w Sadlinki,35.1549
615032,gm.w Czemierniki,35.1465
1807043,gm.m-w. Jedlicze,35.1157
2014042,gm.w Szumowo,35.0914
1809072,gm.w Stary Dzików,35.0728
2403092,gm.w Istebna,35.0378
601172,gm.w Tuczna,34.9899
603042,gm.w Dorohusk,34.9786
2013102,gm.w Wysokie Mazowieckie,34.9497
1814073,gm.m-w. Sieniawa,34.9188
1410042,gm.w Platerów,34.9016
1811073,gm.m-w. Przecław,34.8926
2005052,gm.w Dubicze Cerkiewne,34.8918
607102,gm.w Zakrzówek,34.8844
1818042,gm.w Radomyśl nad Sanem,34.8793
1207092,gm.w Mszana Dolna,34.8223
1426032,gm.w Kotuń,34.8057
1416072,gm.w Ostrów Mazowiecka,34.6972
611082,gm.w Stoczek Łukowski,34.6462
1202042,gm.w Dębno,34.6417
1803042,gm.w Dębica,34.6097
1811042,gm.w Gawłuszowice,34.6069
2004011,Grajewo,34.6032
620082,gm.w Radecznica,34.5625
2805052,gm.w Stare Juchy,34.5415
1816042,gm.w Chmielnik,34.5293
1816023,gm.m-w. Błażowa,34.407
2003052,gm.w Brańsk,34.3874
608053,gm.m-w. Kamionka,34.3553
1813052,gm.w Krzywcza,34.3262
1812053,gm.m-w. Nisko,34.2784
1210102,gm.w Łososina Dolna,34.2678
2002082,gm.w Poświętne,34.2515
2012082,gm.w Szypliszki,34.2173
1810032,gm.w Czarna,34.2043
1205062,gm.w Łużna,34.1787
2407032,gm.w Ciasna,34.1635
1430032,gm.w Mirów,34.1539
2005073,gm.m-w. Kleszczele,34.1362
1817042,gm.w Komańcza,34.1245
1809042,gm.w Lubaczów,34.1078
1426082,gm.w Siedlce,34.1064
1205023,gm.m-w. Biecz,34.0999
2007043,gm.m-w. Nowogród,34.0926
1813012,gm.w Bircza,34.0495
1820032,gm.w Grębów,34.046
2014022,gm.w Kołaki Kościelne,34.0435
1216032,gm.w Lisia Góra,34.0137
1426012,gm.w Domanice,34.0076
1216072,gm.w Rzepiennik Strzyżewski,34.0
1216122,gm.w Wietrzychowice,33.9704
1610013,gm.m-w. Biała,33.9624
1216063,gm.m-w. Ryglice,33.9413
2010042,gm.w Grodzisk,33.9381
2010082,gm.w Perlejewo,33.9325
615052,gm.w Komarówka Podlaska,33.9221
2004053,gm.m-w. Szczuczyn,33.9173
1812012,gm.w Harasiuki,33.8899
1436032,gm.w Przyłęk,33.8869
603102,gm.w Sawin,33.8748
1422042,gm.w Jednorożec,33.8744
1821012,gm.w Baligród,33.873
1808022,gm.w Grodzisko Dolne,33.8564
1608013,gm.m-w. Dobrodzień,33.8195
1207072,gm.w Limanowa,33.8024
602102,gm.w Obsza,33.7921
1810052,gm.w Markowa,33.7654
2004043,gm.m-w. Rajgród,33.7634
1204032,gm.w Gręboszów,33.7455
1204023,gm.m-w. Dąbrowa Tarnowska,33.6716
605022,gm.w Chrzanów,33.6682
2407072,gm.w Pawonków,33.6659
1814062,gm.w Przeworsk,33.6543
1817073,gm.m-w. Zagórz,33.6215
611072,gm.w Stanin,33.5949
1817082,gm.w Zarszyn,33.5498
1216143,gm.m-w. Zakliczyn,33.4796
2010072,gm.w Nurzec-Stacja,33.4599
1605042,gm.w Walce,33.4388
1805053,gm.m-w. Kołaczyce,33.3969
1805112,gm.w Tarnowiec,33.3843
610052,gm.w Puchaczów,33.3801
610012,gm.w Cyców,33.3672
1804052,gm.w Laszki,33.3623
1808032,gm.w Kuryłówka,33.3509
1205072,gm.w Moszczenica,33.3466
3007022,gm.w Brzeziny,33.3218
1803072,gm.w Żyraków,33.2983
1807023,gm.m-w. Dukla,33.2827
1415083,gm.m-w. Myszyniec,33.282
607052,gm.w Kraśnik,33.2736
1211102,gm.w Ochotnica Dolna,33.1765
2805022,gm.w Ełk,33.1318
608132,gm.w Uścimów,33.109
1207052,gm.w Kamienica,33.0585
2005042,gm.w Czyże,33.0566
1210142,gm.w Podegrodzie,33.0222
2006022,gm.w Grabowo,33.0071
2003032,gm.w Bielsk Podlaski,32.9795
1819043,gm.m-w. Strzyżów,32.976
2010032,gm.w Dziadkowice,32.9613
613032,gm.w Milanów,32.9304
1202052,gm.w Gnojnik,32.9177
608103,gm.m-w. Ostrów Lubelski,32.8932
1804112,gm.w Wiązownica,32.8877
1205102,gm.w Uście Gorlickie,32.8779
613062,gm.w Siemień,32.869
2008063,gm.m-w. Mońki,32.8354
615042,gm.w Kąkolewnica,32.7978
2005062,gm.w Hajnówka,32.7744
1813092,gm.w Stubno,32.7725
2013082,gm.w Sokoły,32.7522
608112,gm.w Ostrówek,32.6832
615022,gm.w Borki,32.6455
2006042,gm.w Mały Płock,32.63
1811032,gm.w Czermin,32.6029
1807102,gm.w Jaśliska,32.5806
2012012,gm.w Bakałarzewo,32.5785
1818062,gm.w Zaleszany,32.5653
1811083,gm.m-w. Radomyśl Wielki,32.5603
603082,gm.w Rejowiec Fabryczny,32.5416
1807033,gm.m-w. Iwonicz-Zdrój,32.5114
2817052,gm.w Rozogi,32.4723
601042,gm.w Drelów,32.4227
1807012,gm.w Chorkówka,32.3842
1804102,gm.w Roźwienica,32.3576
1811102,gm.w Wadowice Górne,32.3469
2008032,gm.w Jaświły,32.3058
1802042,gm.w Haczów,32.302
1426092,gm.w Skórzec,32.2593
1415022,gm.w Czarnia,32.2411
2002123,gm.m-w. Tykocin,32.2361
1807092,gm.w Wojaszówka,32.2329
1815043,gm.m-w. Sędziszów Małopolski,32.2313
2003062,gm.w Orla,32.2214
2001032,gm.w Bargłów Kościelny,32.1357
611092,gm.w Trzebieszów,32.1311
608032,gm.w Firlej,32.1062
1803032,gm.w Czarna,32.1021
1807052,gm.w Korczyna,32.0739
1803052,gm.w Jodłowa,32.0527
1811092,gm.w Tuszów Narodowy,32.0451
1205052,gm.w Lipinki,32.0147
2205042,gm.w Sierakowice,31.9238
2007013,gm.m-w. Jedwabne,31.9068
611042,gm.w Krzywda,31.8671
605032,gm.w Dzwola,31.7806
1814092,gm.w Zarzecze,31.7432
1819052,gm.w Wiśniowa,31.7101
602032,gm.w Biłgoraj,31.6494
1804092,gm.w Rokietnica,31.6253
1805032,gm.w Dębowiec,31.5694
1817052,gm.w Sanok,31.4581
2010062,gm.w Milejczyce,31.4336
608092,gm.w Niedźwiada,31.4221
2008072,gm.w Trzcianne,31.3618
1817022,gm.w Besko,31.321
2007092,gm.w Zbójna,31.3025
615072,gm.w Ulan-Majorat,31.2982
1821042,gm.w Olszanica,31.2372
2007072,gm.w Śniadowo,31.1932
1210133,gm.m-w. Piwniczna-Zdrój,31.1502
2012042,gm.w Przerośl,31.0974
602063,gm.m-w. Goraj,31.0814
2008052,gm.w Krypno,31.0606
1210082,gm.w Łabowa,31.0384
615062,gm.w Radzyń Podlaski,30.9986
2007052,gm.w Piątnica,30.9676
1608072,gm.w Zębowice,30.9504
1815022,gm.w Ostrów,30.8876
602022,gm.w Aleksandrów,30.8351
1801032,gm.w Czarna,30.8242
1808053,gm.m-w. Nowa Sarzyna,30.8111
1809082,gm.w Wielkie Oczy,30.7652
1211092,gm.w Nowy Targ,30.724
1415062,gm.w Lelis,30.6851
1210122,gm.w Nawojowa,30.6668
1211112,gm.w Raba Wyżna,30.6647
1216022,gm.w Gromnik,30.6635
602082,gm.w Księżpol,30.6543
608063,gm.m-w. Kock,30.5815
2001022,gm.w Augustów,30.5696
1819032,gm.w Niebylec,30.559
1812063,gm.m-w. Rudnik nad Sanem,30.5081
2004062,gm.w Wąsosz,30.4837
608072,gm.w Lubartów,30.4685
605042,gm.w Godziszów,30.4575
1207082,gm.w Łukowica,30.4352
1204052,gm.w Olesno,30.2977
1604032,gm.w Lasowice Wielkie,30.2955
1217042,gm.w Kościelisko,30.2808
1204012,gm.w Bolesław,30.2784
1806023,gm.m-w. Kolbuszowa,30.2784
1804082,gm.w Radymno,30.2615
2013062,gm.w Kulesze Kościelne,30.2584
1812073,gm.m-w. Ulanów,30.2289
2007032,gm.w Miastkowo,30.1471
1816072,gm.w Hyżne,30.145
1415052,gm.w Kadzidło,30.1318
1416082,gm.w Stary Lubotyń,30.0081
1812042,gm.w Krzeszów,29.9669
1207112,gm.w Słopnice,29.9193
601102,gm.w Międzyrzec Podlaski,29.8101
1211132,gm.w Spytkowice,29.8098
1803063,gm.m-w. Pilzno,29.7483
1207062,gm.w Laskowa,29.7254
2002152,gm.w Zawady,29.7096
1815012,gm.w Iwierzyce,29.6445
2805042,gm.w Prostki,29.6327
2007062,gm.w Przytuły,29.4803
1808042,gm.w Leżajsk,29.3938
611062,gm.w Serokomla,29.3817
2006032,gm.w Kolno,29.3716
2006053,gm.m-w. Stawiski,29.3623
1207102,gm.w Niedźwiedź,29.3265
1426132,gm.w Zbuczyn,29.3146
610022,gm.w Ludwin,29.1777
1804073,gm.m-w. Pruchnik,29.1485
1810062,gm.w Rakszawa,29.1469
1815033,gm.m-w. Ropczyce,29.125
1608052,gm.w Radłów,29.0939
1814082,gm.w Tryńcza,28.8538
1805072,gm.w Nowy Żmigród,28.6466
1217032,gm.w Bukowina Tatrzańska,28.6065
1204062,gm.w Radgoszcz,28.3644
611102,gm.w Wojcieszków,28.2513
602132,gm.w Tereszpol,28.1992
1805062,gm.w Krempna,28.0844
1802052,gm.w Jasienica Rosielna,28.0148
1817062,gm.w Tyrawa Wołoska,27.9352
2010092,gm.w Siemiatycze,27.8958
611052,gm.w Łuków,27.8904
1812022,gm.w Jarocin,27.7757
1415072,gm.w Łyse,27.7698
1426112,gm.w Wiśniew,27.7624
1819022,gm.w Frysztak,27.5392
1805022,gm.w Brzyska,27.4874
2013052,gm.w Kobylin-Borzymy,27.3825
1818032,gm.w Pysznica,27.3666
1803023,gm.m-w. Brzostek,27.2713
1205082,gm.w Ropa,27.2038
1816113,gm.m-w. Sokołów Małopolski,27.0153
1802032,gm.w Dydnia,26.9718
1217052,gm.w Poronin,26.9569
1211052,gm.w Jabłonka,26.7614
1817032,gm.w Bukowsko,26.6337
2004032,gm.w Radziłów,26.5174
1806042,gm.w Niwiska,26.4919
1806052,gm.w Raniżów,26.4609
1815052,gm.w Wielopole Skrzyńskie,26.427
1806032,gm.w Majdan Królewski,26.3072
1802022,gm.w Domaradz,26.2097
608122,gm.w Serniki,25.8379
1211072,gm.w Lipnica Wielka,25.682
2006062,gm.w Turośl,25.2885
1805082,gm.w Osiek Jasielski,24.9393
2004022,gm.w Grajewo,24.7574
1816082,gm.w Kamień,23.5105
1211142,gm.w Szaflary,23.3378
1806062,gm.w Dzikowiec,23.1327
1806012,gm.w Cmolas,23.0951
1818022,gm.w Bojanów,23.0416
1812032,gm.w Jeżowe,22.8317
1217022,gm.w Biały Dunajec,22.6207
1211032,gm.w Czarny Dunajec,21.2155
